Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
170490,6326,10403,11343
540761,1495,1887,7488
170113,551495,275387,218807
840510,4892,12717,3263
381190,9680,10037,9987
570190,3890,9130,4261
491199,7995,74427,19216
390810,10126,9742,7158
844520,7436,8234,12115
854690,7169,24685,16156
290542,7473,9341,7716
441294,7151,17636,9663
390530,10339,9700,10508
350400,7253,8324,9904
901832,9721,10102,9006
890190,8928,14269,10234
200990,2451,5154,4433
252910,8516,7411,8772
761410,6832,52061,44664
481390,14889,13504,16167
852190,8105,12360,12919
640340,8010,9736,11302
848360,11331,12095,12021
300290,17808,35456,36480
847990,8714,35171,57496
480591,6059,12348,11233
120799,10902,6298,8380
870790,8046,21738,13257
293629,4876,6185,8904
844331,7073,7241,12519
842890,6422,7186,7720
291539,11006,12560,11056
850422,9263,37476,17172
900190,5775,23356,48972
843710,16865,12752,12862
200819,7739,9976,10969
847529,4419,6675,4806
280920,10554,16487,14877
291734,7814,13076,16393
853329,5390,8341,8306
401031,6087,10635,8348
820890,9958,13235,9384
60290,1041,2733,5817
902730,5298,4859,8874
848350,10020,12383,12089
870530,13570,7226,7949
841920,12028,8550,10315
291619,3769,7091,6514
870410,6328,9702,6663
400922,5438,10346,8800
847490,17634,10306,8412
841582,11117,8460,11767
731819,16221,16073,14107
730210,7181,5007,17965
420219,5757,9187,7386
580620,12795,18310,19624
251990,13459,11673,9163
401310,14765,13784,12150
720221,8117,10044,13737
620520,8589,11277,11719
851650,6738,8765,7324
80232,3092,7471,7310
842542,4674,8064,7633
940560,8482,10046,9464
730429,32633,52598,70251
220890,16505,19034,28003
902750,9023,8132,9217
292250,19406,20881,13440
851580,3717,8328,3950
847920,8390,7372,16850
440791,7584,7142,7718
540331,9128,7045,10714
841290,933,1324,1500
320419,7951,9878,8358
902790,15019,26470,18216
320619,7149,7371,8051
851010,2235,2912,1894
902710,16249,20910,14652
841410,34354,14961,13269
831110,9730,11341,10219
844712,4047,8265,10823
151319,10558,9733,5823
721610,17477,21531,16691
401193,3385,4438,10902
392330,10421,10952,10577
253090,10018,12127,8668
442190,6360,8299,8342
400129,4541,24834,23665
902140,3503,8921,9544
730640,6934,10435,11527
520524,1472,4679,12717
840710,159,217,368
901849,11856,16177,15827
71333,12611,5045,15231
850432,8848,22288,12201
843143,10182,10880,24584
741220,8752,7144,8834
600110,20204,12336,11917
80252,3257,5736,8909
853939,286,8539,17780
283699,8323,10933,9423
740929,3708,6610,8458
721790,5105,8970,15533
830250,5600,6416,8553
251110,9082,8231,8665
420212,11391,15712,12207
850300,41404,31242,27231
210610,8033,7348,6341
720219,10361,12474,6849
391810,7491,9384,9089
611130,5591,9687,16888
843850,2551,3809,6834
960390,8703,7189,5527
121190,6907,11598,11442
240130,3159,9591,16996
290941,4913,2649,4344
701990,8527,9890,9955
210390,8618,7116,8849
290949,6123,9813,9123
851680,10217,15823,9376
722090,3836,2557,2697
870891,7464,9944,9855
852351,4521,11065,7398
293420,2416,4655,8217
330790,8347,8301,8172
620462,4034,6081,5836
853110,9499,11063,13631
850790,7859,8996,8134
160413,4882,5441,7638
853610,9881,11452,9039
841181,2083,5131,5298
570330,6515,5764,6973
902620,6032,6681,7311
392490,5073,8198,8784
293190,11563,18134,11543
851810,1416,2023,3225
710691,1824,10226,6029
290339,11217,13575,15560
843880,2241,9299,5682
732410,6311,7922,9341
