Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
842959,76606,75545,45146
961519,3779,2828,13557
848610,0,26183,24148
481032,41421,63769,42487
845020,33395,42171,35421
940370,14224,23066,29815
880212,60076,35864,79600
840999,39766,50612,58188
480419,28773,20762,23366
732393,21113,27278,31248
741011,5600,15625,13921
441114,0,31589,31744
761010,28374,28159,31524
200520,25297,5925,24007
850422,11683,14424,20391
850140,20082,27969,21158
860799,6761,5734,28189
650610,10443,28631,25140
710812,1515,4051,10251
410792,41656,56260,44568
853329,14788,23981,27798
850211,20408,22192,28803
761410,18202,8560,22166
902140,4837,7803,8855
330690,9177,15689,17600
190410,19386,19450,19861
240391,14016,21259,27381
846299,30978,43743,24813
180631,22345,40471,42183
890190,61762,77645,54020
902750,15789,17553,16814
820720,22495,22645,20542
151790,23376,23214,26539
940130,19217,24389,27021
70320,17635,20776,23129
902214,23660,22004,30097
760720,87462,45308,27412
900211,39729,36264,29925
280300,27052,40716,39811
392069,28086,19918,28551
840690,52157,62820,14767
722611,4367,5488,8946
940310,16017,20150,25570
350110,18636,16108,19547
902190,5667,4978,8296
850519,46515,31294,38970
294190,23944,24790,30129
940350,18285,24904,34259
842911,38513,41895,33922
870540,51846,47235,37779
250510,17232,26324,22197
960321,18582,32203,30161
852910,45894,41800,24265
840820,55458,47541,22175
293499,20572,22470,27644
381121,33062,41363,28463
730429,16963,22901,22020
240110,43520,27163,25820
420221,1475,34028,51328
960719,22083,19261,16163
842710,38588,27037,31214
843999,3099,3974,10395
481950,3277,7599,16583
730419,0,32640,26724
740990,37199,40110,28348
630533,10936,12963,14314
381190,13569,10613,15716
846692,6537,15101,8610
760429,31375,42781,41580
950430,30662,51682,71688
320417,26463,30268,27203
853339,3253,5018,10961
847420,44151,27891,49304
551411,12556,32061,31874
842619,44313,63115,33289
110290,5716,14215,18209
292249,7822,11507,24071
20322,32327,42001,29123
853630,6084,8276,15147
840991,38705,37495,31231
220421,31432,32839,37745
80510,21327,15013,18889
722830,298263,114539,41195
151329,82106,102581,22903
100510,18949,44681,34956
560311,19567,34571,23665
730900,15031,14776,16602
901920,9983,14555,13239
722530,133843,162521,71393
722870,54425,48491,24960
853210,25746,36288,41190
392590,22985,26242,27795
330749,15955,21966,26015
381230,19800,22471,28730
392640,3134,5745,5318
530500,0,14478,20128
481920,15582,19027,23618
190230,25214,16395,15095
130239,20687,22306,28100
901380,10647,13925,16068
110510,16914,20381,23147
911190,7985,10127,20178
40510,30885,33928,34155
851829,28265,26223,27354
380991,15407,12112,13669
930621,990,4757,31711
350190,15979,19157,22241
842123,24435,28509,28356
10229,0,6408,16207
847160,233460,71598,19903
940330,19750,31401,32709
481022,25052,17288,25479
851190,28364,21648,25462
853810,17135,21298,24186
721710,24001,38810,37533
381010,19590,17391,15396
380899,0,43998,21077
860390,29,11,8953
900190,4752,9078,12145
740829,13663,18843,36046
