Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
392043,132419,124145,116256
482390,112228,128917,129048
310240,132865,155797,148136
842131,117847,122772,124591
940429,95618,114765,110259
860712,207254,213082,166302
853590,110749,116105,113425
420100,95300,99813,106911
392051,117242,117171,101721
841989,126338,140129,121668
30472,84977,105453,119566
80430,148378,133770,131373
903300,126533,140261,146677
841460,120988,131838,120363
860900,115579,162309,146066
730661,150861,169500,170722
841861,117429,131363,129744
731029,134931,154786,139291
940169,154423,139263,136279
120991,75097,86627,78034
903090,103385,117549,137241
760200,174563,188125,131572
870510,144718,147247,144314
853649,139916,145716,164584
820750,131438,137427,140039
620333,171047,170984,173976
151620,61900,94000,63802
901380,85435,96963,97631
280429,84115,97141,93865
151710,89096,90079,121573
290220,150601,134017,127871
200580,87654,97108,94085
611300,56579,62109,57292
721632,187879,231244,203618
392119,95253,123428,126110
850164,53929,175900,311413
730630,151086,182915,163428
950430,162289,189106,136814
70519,143263,147728,135067
70993,99462,100157,81914
850450,127366,132123,162259
550320,150673,172928,142824
630710,83670,86619,94314
30475,62509,77399,97282
441231,110365,148373,153454
340119,44057,48497,60912
851810,85052,102421,96703
760719,107336,131333,108704
847950,97555,96432,93973
300219,344862,274236,120380
841430,158145,171912,144169
610469,104600,105791,104263
848790,129494,146998,134665
350300,87978,88908,85744
841451,70880,99493,127378
610230,113704,115076,125802
392520,102134,126633,132985
871680,94787,94982,107966
852380,72943,84387,87963
845611,100177,104350,133087
901480,103049,121445,111633
80711,78730,97141,97541
850790,126418,265582,254122
320820,139526,127916,131417
880310,201873,168348,154789
381121,104687,107837,111167
851690,140924,138675,134717
330491,204611,158160,133529
170199,297163,239030,179131
220720,44628,38170,76009
170230,131285,105985,102977
852329,200620,275852,133943
392530,80242,89723,98416
851020,65998,69869,74138
71333,97244,88396,95313
481022,162000,159913,154595
820900,118264,129499,122286
730640,135778,139596,126072
611610,95157,109105,112548
230330,93639,148095,120635
910111,310879,243915,146560
920790,81553,86882,90805
846694,132933,133257,147975
330430,126348,109224,104201
870431,202604,138138,202848
390890,98602,124613,107914
731819,107792,116895,124285
841583,166184,121756,106805
200551,85714,96067,93433
820790,95250,122590,102325
740311,223209,173614,155061
853190,160488,113601,100777
611012,124142,130923,137404
732620,106376,107745,112159
852560,215487,185998,163203
611420,89883,134316,127479
960820,101955,94288,99889
830120,148988,142719,116655
901590,162733,166488,139994
820730,76306,131801,80053
847710,115095,112474,90617
480419,69847,112268,90166
420330,91290,122150,130270
843290,89941,96849,92649
250100,99826,113794,101750
853180,77036,72205,88361
610520,132506,126916,115841
846789,123523,117425,99257
842420,64309,69521,74350
391239,66221,74604,97275
611596,130869,131608,127405
730799,122027,129533,121315
741220,112230,137240,119301
680100,84063,93143,105372
610832,89560,97846,114419
740400,123341,114947,82439
732599,113054,143457,141084
441012,79627,83042,86677
441875,104203,99823,102507
391890,51907,60415,80258
400821,107892,122693,131496
731210,113682,115475,117721
293220,125273,111361,106965
960810,134190,134980,138128
262099,60760,12674,60807
420232,121673,132087,126968
391690,105202,99304,109897
441113,74703,80112,94802
841830,33705,42631,36160
490300,51717,51675,67436
620530,136751,136548,132754
150710,67813,100329,89172
722020,120508,114039,116687
560313,106131,104977,102787
850153,49981,67851,57060
292249,93383,86787,87205
960321,95890,113959,108043
640351,149924,208134,164266
60315,107858,122759,90163
230630,91614,106820,110819
391732,88067,102857,88751
440929,157467,124370,115875
851640,100128,95092,93435
850213,83907,97495,109123
382319,108917,97593,78406
680710,84310,89067,107446
853810,133011,132198,119423
290339,123684,137537,120517
840690,106615,99222,88325
730729,92647,100388,93659
150990,124212,107143,79902
261310,164780,214011,209728
630622,92673,99669,100082
