Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
851671,22121,23717,19762
740819,49436,54278,72485
853110,58064,52336,59996
730729,37535,42386,44756
391190,73146,63638,55899
620462,67507,68338,69822
901831,37966,47309,84705
870600,128249,200121,61649
41000,91408,114352,84713
291614,69032,102230,80504
391390,15624,24059,45998
291712,101808,99844,67456
420212,56997,61807,79224
70310,35537,36727,42975
750890,123764,58952,54977
721310,46560,57099,76860
850690,20110,38047,44136
270750,82859,59728,84636
841229,61944,70302,73577
291429,36980,46864,52860
950730,62479,52033,55363
730791,42719,49190,54729
230910,40128,43703,48574
290122,70552,52273,76591
850131,42293,60412,57938
80610,50509,48678,49853
610462,57908,72210,53500
180631,96354,99280,89824
30289,35387,42341,49825
110100,51288,49659,49818
841810,49253,58869,46375
848250,53071,58741,52298
842490,62217,66050,60828
851829,107094,96056,30731
210500,39133,42898,43644
380891,44944,47328,43791
170490,64728,65116,65184
293629,54442,58393,45000
290532,58713,69069,61849
293621,34138,51522,49696
320417,75385,58595,65144
720890,46257,77849,96164
340111,63357,62138,63180
392099,44495,46107,52710
330790,63925,70906,69495
842240,39931,38004,43195
851190,39251,46514,49809
200520,25181,36634,40654
180310,45600,39987,56113
621710,142310,137536,91486
851680,46701,49079,55141
350400,25349,27199,41110
902680,42133,49172,61198
820559,64444,66240,55458
391732,43084,48172,47972
392330,42781,48295,54523
390130,38934,49542,41857
850153,37833,39515,27281
940190,25991,51226,51918
710229,55288,23456,12472
340319,56543,52192,53636
842191,47901,50164,55161
852910,48762,58574,49447
390950,59096,65864,55500
293090,54327,48818,51734
840910,76251,83835,148708
760429,72027,67302,60585
842649,43405,60269,62494
170290,42429,48813,46990
290339,41010,54182,46090
848410,37906,45411,49373
291590,48269,51092,44603
940390,54746,58065,63955
740811,27574,40462,48773
220600,11543,12703,16930
900219,39337,71343,64933
731819,63366,59388,46452
940510,55591,56519,63094
321410,64009,68940,58469
720917,56599,73253,61138
850811,91674,51103,66357
847790,52686,53963,50585
730900,24858,30089,27354
850220,19357,30602,61413
481810,24555,25922,27871
853610,36394,44263,47211
741021,43126,44514,42334
290611,37476,64352,58026
