Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
854420,119059,120172,45297
80252,9715,14565,23733
340319,39709,45199,39186
290243,7084,694,795
491199,59311,44059,21571
321490,25539,22571,24068
81050,20377,25407,21182
848330,23415,29659,32067
731021,11133,15378,27975
741129,28903,34120,21068
853949,17212,26882,15154
294200,26678,28268,34985
830250,13125,12064,22540
730120,16302,15760,16106
961610,13384,18260,20427
621040,154684,130930,124410
903090,18569,30081,23253
391739,26942,26454,26372
300440,1340,185263,139891
720230,20283,26130,28133
540769,72272,70154,50211
391000,26331,25110,27808
630190,56449,53840,68173
390390,12361,21157,32743
847780,39882,22699,29053
560312,30832,25339,26319
846719,32766,32677,33025
80131,25927,21195,25473
842481,3158,7348,7484
280300,23960,44923,33618
847431,12710,11542,14030
391110,22774,20001,20036
870790,9244,12128,20827
70110,15849,20479,23773
151219,23963,42732,26919
842820,29566,12517,13118
940179,17537,22071,24565
841960,366008,26487,71049
320417,37020,36987,34937
851310,24246,27985,45186
730820,29718,15194,23106
721710,7043,8150,34344
853180,56291,52003,37864
210230,11024,13878,20662
350510,27570,23093,35749
392020,28462,28542,25700
20441,25182,22464,21865
340211,9890,12583,17600
390311,19166,13440,17854
731829,24938,25335,22937
640340,21165,14890,19852
210220,23415,20275,23553
391731,17722,14804,20714
80440,27228,29768,31270
40620,22924,25972,17752
190490,4559,7005,10857
390950,20198,24208,21301
848280,27111,29617,24412
293299,12690,16377,20043
621143,49785,16487,29635
121299,16659,22258,18959
760692,78194,54715,29651
730630,13866,27229,31541
640590,18046,47144,42529
110412,25657,23845,15649
381230,30937,31004,25563
120600,14629,22305,22194
853540,19143,9886,8506
721730,6185,10925,14777
731816,17686,20222,20807
292090,30689,22842,20583
902190,35215,42498,49484
730439,44825,20102,24979
230630,6113,35292,21232
293090,18527,19841,17360
841989,18619,25480,24395
70690,1840,1597,1613
250700,18763,20130,20738
760429,78956,43547,20835
291735,34696,32839,25467
850610,21792,19617,34215
481820,19616,17828,37027
71350,16258,14235,32282
610510,140399,51463,37486
630291,35877,30420,44359
843890,48211,52684,44128
903190,17031,28623,23858
830140,18598,20452,21168
200911,45559,45317,33269
160250,12493,10581,15502
282300,12406,20560,20865
840790,12443,13967,16365
190540,21301,20504,20452
220110,24717,23656,22275
841460,8371,14144,10505
841360,19924,19476,21976
620432,15195,20371,64852
611420,3921,8035,5239
290723,29214,39432,22224
392590,18681,17458,22069
940180,19064,20805,20301
845610,8701,15070,16501
81020,8829,11345,15036
310230,18769,20620,23322
732394,8319,10732,20061
90190,6975,9099,37280
170410,20507,26734,25999
853190,29840,29343,25597
392520,7931,9410,10684
903210,18040,20513,19354
841181,468,18288,38147
610443,13107,15643,12864
842490,19130,27257,26958
700992,18472,18342,22048
845590,15588,23162,28273
640359,26301,26512,35206
761290,10888,11365,12265
40490,7234,9918,18975
620323,15753,20697,75202
283311,18870,22948,25646
401039,16033,18313,26471
401012,7414,8477,15845
650610,8439,16686,12370
480255,32626,26273,33329
700521,15325,17163,14581
900130,28286,29969,30432
903281,15749,22729,16751
871640,9076,28038,44591
620343,13288,10537,10436
80620,29524,27608,24918
740710,21541,18575,150520
841311,20278,19657,11028
610821,14974,14957,21902
730230,11445,18062,13517
901420,34667,20714,24421
230120,22581,20786,21833
830130,2968,6377,11494
842612,20472,5900,2919
20443,18993,17249,14526
950890,14702,51289,86820
200979,20195,17452,12705
611130,8641,29800,40966
841392,4668,6230,20585
80430,17307,21893,23876
841340,7459,13187,31753
842531,15662,14056,14536
20690,12567,19740,20650
350220,16538,18790,13367
640391,25637,25602,19683
10641,13523,18529,17673
560314,17459,18723,32188
481099,16418,19284,23791
901812,26451,19702,27718
842920,4322,7314,28093
391721,18574,41357,14060
290122,1271,745,30705
293040,29503,31595,26925
842630,2893,2070,1163
441210,6601,10890,10321
210210,29150,23859,19286
620463,56077,43277,19347
711311,9835,23185,35426
841231,7726,7438,9887
292610,24120,51479,34943
852871,30661,30767,21920
290371,20733,18684,18542
190211,15197,14844,15051
620433,8505,11970,10829
290121,289,291,147
392390,25012,26048,31166
481920,44664,24849,22717
300630,5331,11391,13585
320910,12620,13105,15153
840810,10370,25795,13890
910221,83089,115964,114614
200210,12098,14490,15796
392210,10880,9872,13624
851821,11356,15989,29240
441011,13389,13602,15587
847730,30550,23248,31102
291714,18202,22686,17604
630391,22258,15476,17016
730441,18624,24187,35976
847960,21301,19485,14119
330430,47081,41816,48864
340399,14745,21880,26837
391729,47317,75449,42451
290960,12866,18644,17165
853941,2541,2086,9049
610422,2026,6897,2894
441820,39154,38102,22481
440210,5102,6299,8020
340119,5375,5610,23491
722519,11355,12886,6648
840290,60810,69977,24772
392510,13071,13274,22600
620822,4578,5408,6095
901310,130649,84579,89631
842691,14820,7696,10205
81190,22795,25564,28197
847340,12784,8150,14254
140490,10848,11102,16556
870510,12032,3104,11099
350110,9199,9856,9574
280920,63416,87578,16259
690210,10418,22238,18788
846221,9999,16144,10720
681019,18818,34755,21644
852851,7942,34970,65832
691310,6535,14043,16284
848360,14612,25992,22580
850433,27835,31649,24603
843110,16394,16128,14388
200490,17562,59460,42540
853931,40796,23004,9098
842542,8731,18926,23925
732010,7126,5767,9469
841939,22803,18855,24696
860791,10949,9275,17224
841229,15151,27363,17243
842112,836,3598,8292
250100,15257,15134,12431
680990,15944,4654,4141
830710,23687,36090,26327
711719,13332,18996,47407
90931,13439,15350,15427
842839,36566,38561,26568
482020,16210,19555,23811
291829,14233,14838,15645
851140,13696,17537,17060
442090,10988,10914,15799
730449,50192,53249,10683
480592,13433,12157,15042
691390,5474,7079,12998
570320,18692,23831,19722
310590,8768,14433,14112
940429,24870,24026,23118
731940,1831,971,852
841891,5767,4911,3118
620413,25640,27520,46129
392610,19724,19507,28732
401700,20338,14257,15093
80711,4897,4803,3379
390940,9604,9234,11587
902720,14809,15358,13807
80232,12299,10909,16226
620444,21187,25283,25238
903033,13099,14650,12627
730629,20163,16071,20071
611595,18361,19788,22975
270400,19138,19913,19002
170112,8494,1388,5226
151710,42138,44526,16951
710691,2636,3060,4971
700510,5212,7506,12865
790112,25991,15691,5188
722790,4712,5024,13198
441510,11872,9757,16148
721990,16743,12165,16721
151521,3573,26990,30131
620422,2075,7286,4016
400942,8971,15543,16131
841920,10837,15891,11414
481420,27601,25841,20716
30389,11656,16158,14712
10420,76688,67357,67879
842611,13388,4455,11172
846490,4021,3606,7544
750890,7228,8943,12456
310420,9188,11748,18209
300339,232249,124507,31368
620690,33896,30873,33527
853670,9634,19932,18340
730621,1939,2684,1505
390930,8337,9998,9942
300640,20724,21593,25012
481890,0,901,753
320810,14733,22142,21579
720719,12825,32457,11439
640291,57481,44452,34220
741011,4385,6813,5198
731824,9458,12398,13417
151610,15436,13783,11003
151529,26634,29003,21750
731210,15903,15657,18972
620329,37058,48522,64057
870540,9206,3613,8567
731700,10776,11584,13783
961400,9145,8079,11397
871310,12939,10991,13913
610620,3636,4316,3621
251320,30550,30690,24802
380110,8242,15216,6702
854519,9578,11469,15650
731821,10413,14274,12701
854419,15404,15194,9640
401610,4534,8587,6971
340490,6280,8623,9734
200580,11764,9245,10832
871500,21622,20942,22783
681099,10866,6826,11371
480920,8942,10201,12120
560311,19560,18086,15919
620452,6043,9899,34057
420231,16830,19793,18417
843810,37378,23827,17630
640192,2318,12403,17430
841840,18449,12061,12540
721631,22879,27408,20552
610722,7183,1791,4081
71390,15867,11208,12528
330690,16336,15179,16665
200551,11237,7980,11453
845811,14066,11260,13918
400922,4663,5211,9116
732510,18590,16276,19391
180500,14823,13842,13719
190230,13911,9642,16365
840510,3597,22110,10363
284440,15128,12950,18603
732591,7746,11053,8813
391400,18314,17783,16649
846420,1778,7739,8587
841710,3661,4378,5247
721650,12564,16561,27171
480439,5152,6564,6888
842840,21023,53780,27664
391733,2974,3628,5682
842620,50340,29222,20805
731819,25689,28835,18928
851672,6593,6781,7220
281830,9133,11018,13084
360300,4117,10328,12251
480100,31116,33729,12053
450390,4423,5251,12465
711620,1234,1479,3800
820790,10461,14832,9736
330520,10851,11246,12011
380991,14674,14277,13579
90611,4738,8410,9265
850410,29792,22844,9694
701349,18355,17414,17361
