Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
600632,179490,157020,137334
590320,164540,155438,136793
851769,334663,223940,150120
580620,129312,133486,137129
854150,90488,82342,95295
390110,174849,161734,155323
900390,115572,130774,134792
761010,143248,154976,136672
854411,164628,159697,128167
902730,112021,119147,104673
851679,100630,91410,91016
731815,127154,119750,102993
121190,98561,111254,76585
330491,62433,82202,74786
40120,89403,98253,96061
903082,83111,56351,60341
580421,157963,149668,151816
392310,135208,125419,109702
710813,17615,80475,514999
390710,174104,169732,127420
851090,68111,93324,99303
847290,182102,121334,132635
160420,82597,99355,101140
901580,103165,100233,95081
850990,61796,125485,193754
110100,105656,105679,102217
854420,86980,107499,108133
611241,241971,238581,192823
700719,93345,98403,76913
722020,55814,53427,49441
900130,115666,143971,146801
390950,136527,127526,102849
850131,219402,212703,125277
790120,206495,193917,150850
30729,109247,147014,130763
30636,53177,61757,64910
850519,97963,89925,96924
521142,150493,127325,133668
902710,42719,55300,48765
210410,70138,71101,77246
901180,27797,72504,89625
160250,88184,78292,41341
392390,106550,108866,97648
600240,97510,97732,71606
910219,35131,72415,144481
852190,241373,168378,167732
321519,123539,110832,100276
620211,115736,128098,124203
845611,69166,115904,56263
220600,41694,49003,53694
901190,61124,84304,86896
392640,85187,105712,117591
330590,90540,102290,112092
902620,50793,55583,57353
80930,43658,62450,73272
852871,246946,198849,110071
850790,18549,18095,21976
90240,43074,70116,95842
842290,118060,129254,129533
710310,190569,129117,169776
940690,11546,12593,12290
902590,42865,48424,58352
970500,90809,76456,104622
851010,99554,125374,104353
845011,89363,78383,88204
842490,44109,79531,76397
620293,123386,134339,155703
390319,160197,166212,118976
940161,86033,97774,81275
401693,83379,97953,87057
620432,112498,155236,130029
610442,118598,124000,128826
842489,119039,91713,66700
848790,114972,116595,138602
851711,136355,118006,92258
520942,196142,206566,147304
851981,107538,99010,96606
160557,99791,125713,104945
841490,65840,63033,56130
620433,119747,116639,106226
848120,60560,63737,59623
284330,34793,37221,33938
848250,65779,54956,66074
670300,69706,72466,74239
871491,74749,91657,86311
560394,75298,70754,70821
620333,106852,116783,122832
901831,156922,82345,76340
730110,69910,70502,57177
160100,69734,65940,72337
841810,84630,82225,79499
330610,93046,103318,102555
190219,84199,80393,72770
510710,111925,122651,99910
482390,90519,100392,92453
841451,108629,102893,88386
620343,125606,133788,114476
847790,85521,81898,87555
390730,108212,99249,86628
854430,44063,63306,57151
30633,49459,56574,74827
220410,59647,69426,62986
841381,104867,102617,68719
621010,10531,10868,10208
900290,94288,85487,84496
330790,96496,86052,88390
30214,84207,89261,86344
730630,87816,92669,76470
860730,12936,20724,21373
330749,50690,55231,56778
170199,93341,77653,91129
902990,87032,98762,78917
240210,86509,98361,79281
200819,91780,115676,127432
902121,69885,78203,81441
960719,74425,81866,90752
901420,82233,73622,76667
850511,169884,123516,97052
620630,146894,131875,119588
830160,77227,75017,83668
30571,98119,104095,95591
841391,101437,96253,79770
610610,104860,98497,84617
350610,70011,67905,58924
844391,132812,134861,115185
621290,102984,116314,117879
842121,60517,55387,73627
853310,66728,72702,64897
391590,512093,181971,141069
841581,88434,92736,100609
852692,115086,74048,71217
430211,200155,242521,150064
830140,97463,86857,80767
30787,69486,71918,67951
620442,112846,105033,105000
870830,78218,84598,76502
940350,81128,92882,87219
960720,64866,76823,84703
30743,100158,112902,101482
960321,27461,26544,36498
851590,193543,178012,107948
90230,39103,37374,38236
