Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
30462,2782,3031,2987
732410,2745,3377,2634
848490,6440,5981,7245
382100,1729,2080,1767
80830,4192,12308,10150
842691,5132,4712,2255
250810,2637,2991,1998
460219,1366,1697,1812
851310,3511,6099,15036
840410,5857,607,3071
290110,1019,3005,3065
871639,22890,20565,26026
830710,8625,5759,4986
902730,4647,3473,3087
30323,2408,2234,2604
610721,5165,5073,4677
950890,2895,5533,5096
390950,7337,9293,6435
842959,16043,19757,14710
842310,1188,1624,1513
842952,41451,28994,27108
520832,2792,4073,3061
853529,23165,28914,36394
220900,3028,2981,2984
880390,53,10,625
160529,1609,2358,2618
390730,10897,19412,12604
640340,7288,7130,5595
620920,10064,7814,6683
340700,1430,1161,1475
320990,3966,3970,3955
292910,7408,8852,5113
870310,1638,2432,1732
680229,4718,4998,7815
620453,6523,6256,7036
630231,3951,4658,4017
340119,1505,1763,3769
441299,7330,7847,4530
850811,2470,2815,4444
841790,8141,29491,20877
640411,13974,18754,19087
830160,3493,4253,4361
870850,6279,4244,4160
392210,2714,2689,1526
481029,2715,2948,1585
160413,6225,2240,2407
960810,8183,9626,8754
851680,3452,2665,5765
930621,2255,5106,4807
871690,3579,4242,4245
10129,5393,4886,5816
292217,1852,6591,3006
251320,11912,9142,6414
640220,6494,5769,5148
220720,403,730,905
621040,2699,1711,3545
520852,572,994,2318
283699,1537,2065,2156
850421,1592,6027,5276
391620,1548,2191,1840
120242,1928,1572,1912
842430,6861,6131,6216
640391,7790,8520,11907
210410,16137,17504,15224
950430,1358,1470,1102
850153,8842,8421,7374
844313,1455,3732,702
80430,4939,5671,4955
480257,4765,4487,5744
870894,4405,4881,5264
190490,881,3594,2011
200979,1642,2192,2801
121410,7075,5371,5363
591190,4922,4704,5743
630612,677,1192,1157
901811,2005,1599,3730
620349,5070,5528,11426
390311,17797,19897,14648
702000,1407,4990,2348
530919,602,750,657
670290,3306,3207,2221
81050,4067,5606,4587
290943,22149,18909,21627
441019,251,429,371
481890,4544,3598,3759
442090,3986,4766,4605
680690,7446,16690,9471
30271,1114,218,312
970300,1221,979,887
30229,76737,83325,90795
293339,1662,2167,2257
71021,1983,1677,1501
270300,2693,3526,3297
330720,24304,25659,25378
590700,3354,3322,4256
850431,9078,15591,8151
721069,3677,3704,2790
90619,1105,936,1245
220190,3025,2600,1418
930591,308,32,191
732394,1779,1319,1842
960820,3420,4158,3100
847090,232,1980,616
481950,1128,1740,2291
330491,10934,13728,14991
850433,4779,10237,3746
870195,51403,27338,44985
842820,10324,8965,3364
890110,4559,14375,36551
600537,887,1107,735
520939,236,548,1164
860800,2600,1245,3907
340399,4210,5122,4617
70110,1033,1081,1195
650610,3018,3425,1921
91011,3393,5974,6847
681019,8731,31682,7759
910229,4442,8265,5633
283321,79,43,62
330741,4772,3832,4181
831120,1524,1859,6007
731814,3286,3323,3497
610422,2180,2297,1641
440792,2839,2946,3033
840734,1959,2366,1644
90411,3217,2748,2013
611241,2979,4138,3553
853180,7318,5937,6715
300320,220,2555,3025
731300,1301,1662,2484
680610,10914,21453,11815
91020,4633,5388,6334
440725,1415,1391,1069
630419,1349,1782,1968
620822,2928,4089,4150
10229,7010,4343,5181
20450,41,274,231
420310,1824,4610,6649
400821,1891,3289,3272
848360,2761,3116,3330
321310,800,554,687
721650,8572,9669,9469
252390,24408,23132,13924
80290,3439,4080,3117
170290,3149,3297,4345
903033,4840,4735,3445
960910,3468,2610,2642
842511,6325,6269,3600
381900,1275,1780,936
284440,3661,4541,3199
940550,2792,2943,2455
610821,5182,5509,6301
701610,1510,1059,1019
80910,2201,3502,5440
780600,690,687,444
854511,7965,25161,12527
730431,7439,11162,7880
520842,870,2424,624
961610,1559,1727,2015
611300,691,700,1564
10639,2473,3629,3544
440210,531,632,621
170230,3355,2769,2402
960330,2800,3078,3432
630221,2866,3402,3480
843850,10208,1014,3464
830250,3352,4089,4125
320649,2781,4351,4933
851821,6055,6620,4933
621139,2166,1209,1151
481190,2011,3889,3764
901110,788,436,935
960329,2637,2611,3726
720211,7441,8497,4520
841221,3913,3468,3349
280700,984,630,1995
